num_episodes_passed,cumulative_reward,episode_length,avg_reward,unclipped_episode_reward,unclipped_average_reward
456,3.0,314,1.7982456140350871,3.0,1.798245614035087
457,1.0,201,1.7964989059080956,1.0,1.7964989059080956
458,0.0,168,1.792576419213973,0.0,1.792576419213973
459,4.0,350,1.7973856209150318,4.0,1.7973856209150318
460,2.0,267,1.7978260869565208,2.0,1.7978260869565208
av_max_q,0.055779425194486976
461,8.0,600,1.8112798264642074,8.0,1.8112798264642074
462,4.0,410,1.8160173160173152,4.0,1.8160173160173152
463,4.0,328,1.8207343412526991,4.0,1.820734341252699
464,2.0,249,1.8211206896551717,2.0,1.8211206896551717
465,3.0,335,1.823655913978494,3.0,1.823655913978494
466,4.0,417,1.8283261802575101,4.0,1.8283261802575101
467,4.0,375,1.832976445396145,4.0,1.832976445396145
468,8.0,576,1.8461538461538456,8.0,1.8461538461538456
469,5.0,450,1.8528784648187628,5.0,1.8528784648187628
470,0.0,158,1.8489361702127656,0.0,1.8489361702127656
471,4.0,331,1.8535031847133754,4.0,1.8535031847133754
472,3.0,308,1.85593220338983,3.0,1.85593220338983
473,3.0,353,1.8583509513742067,3.0,1.8583509513742067
474,2.0,258,1.8586497890295355,2.0,1.8586497890295355
475,3.0,337,1.8610526315789471,3.0,1.861052631578947
476,2.0,296,1.8613445378151257,2.0,1.8613445378151257
av_max_q,0.069218466756865382
477,3.0,317,1.8637316561844859,3.0,1.8637316561844859
478,4.0,426,1.8682008368200831,4.0,1.868200836820083
479,4.0,399,1.8726513569937364,4.0,1.8726513569937364
480,4.0,370,1.8770833333333328,4.0,1.8770833333333328
481,5.0,414,1.8835758835758831,5.0,1.8835758835758831
482,3.0,335,1.8858921161825721,3.0,1.8858921161825721
483,2.0,277,1.8861283643892335,2.0,1.8861283643892335
484,2.0,280,1.8863636363636358,2.0,1.8863636363636358
485,6.0,559,1.8948453608247418,6.0,1.8948453608247418
486,5.0,451,1.9012345679012341,5.0,1.9012345679012341
487,3.0,315,1.9034907597535931,3.0,1.903490759753593
488,3.0,348,1.9057377049180324,3.0,1.9057377049180324
489,6.0,455,1.9141104294478524,6.0,1.9141104294478524
490,4.0,366,1.9183673469387752,4.0,1.9183673469387752
491,2.0,239,1.9185336048879833,2.0,1.9185336048879833
492,4.0,361,1.9227642276422761,4.0,1.922764227642276
av_max_q,0.064969942555762827
493,3.0,335,1.9249492900608516,3.0,1.9249492900608516
494,4.0,373,1.9291497975708498,4.0,1.9291497975708498
495,4.0,407,1.9333333333333329,4.0,1.933333333333333
496,6.0,513,1.9415322580645158,6.0,1.9415322580645158
497,1.0,198,1.9396378269617702,1.0,1.9396378269617702
498,5.0,422,1.94578313253012,5.0,1.94578313253012
499,3.0,316,1.9478957915831658,3.0,1.9478957915831658
500,2.0,295,1.9479999999999995,2.0,1.9479999999999995
501,3.0,287,1.9500998003992012,3.0,1.9500998003992012
502,4.0,373,1.9541832669322705,4.0,1.9541832669322705
503,2.0,290,1.9542743538767391,2.0,1.954274353876739
504,5.0,389,1.9603174603174598,5.0,1.9603174603174598
505,3.0,328,1.9623762376237619,3.0,1.962376237623762
506,4.0,371,1.9664031620553355,4.0,1.9664031620553355
507,4.0,429,1.9704142011834316,4.0,1.9704142011834316
508,3.0,306,1.9724409448818894,3.0,1.9724409448818894
509,6.0,496,1.9803536345776027,6.0,1.9803536345776027
av_max_q,0.087528299540281296
510,6.0,505,1.9882352941176467,6.0,1.9882352941176467
511,4.0,318,1.9921722113502931,4.0,1.992172211350293
512,5.0,437,1.9980468749999996,5.0,1.9980468749999996
513,6.0,488,2.005847953216374,6.0,2.005847953216374
514,3.0,284,2.0077821011673147,3.0,2.0077821011673147
515,4.0,383,2.0116504854368928,4.0,2.011650485436893
516,4.0,350,2.0155038759689918,4.0,2.015503875968992
517,1.0,194,2.0135396518375237,1.0,2.0135396518375237
518,9.0,611,2.0270270270270268,9.0,2.0270270270270268
519,5.0,388,2.032755298651252,5.0,2.032755298651252
520,2.0,274,2.0326923076923071,2.0,2.032692307692307
521,9.0,643,2.046065259117082,9.0,2.046065259117082
522,1.0,229,2.044061302681992,1.0,2.044061302681992
523,4.0,343,2.047801147227533,4.0,2.047801147227533
524,1.0,193,2.0458015267175567,1.0,2.0458015267175567
525,3.0,310,2.047619047619047,3.0,2.047619047619047
av_max_q,0.043515318247955292
526,7.0,573,2.0570342205323189,7.0,2.057034220532319
527,1.0,205,2.0550284629981022,1.0,2.055028462998102
528,7.0,482,2.064393939393939,10.0,2.0700757575757573
529,6.0,498,2.0718336483931945,6.0,2.0775047258979202
530,3.0,275,2.0735849056603772,3.0,2.0792452830188677
531,5.0,405,2.0790960451977401,5.0,2.084745762711864
532,3.0,350,2.0808270676691727,3.0,2.0864661654135337
533,2.0,235,2.0806754221388366,2.0,2.0863039399624763
534,5.0,420,2.0861423220973783,5.0,2.091760299625468
535,3.0,320,2.0878504672897198,3.0,2.0934579439252334
536,2.0,275,2.0876865671641793,2.0,2.093283582089552
537,4.0,347,2.0912476722532589,4.0,2.0968342644320295
538,3.0,311,2.0929368029739779,3.0,2.098513011152416
539,0.0,157,2.0890538033395178,0.0,2.0946196660482372
540,4.0,346,2.092592592592593,4.0,2.098148148148148
541,5.0,472,2.0979667282809618,5.0,2.1035120147874307
542,6.0,495,2.1051660516605173,6.0,2.11070110701107
av_max_q,0.061765638063661754
543,3.0,274,2.1068139963167596,3.0,2.1123388581952116
544,4.0,395,2.1102941176470598,4.0,2.1158088235294117
545,4.0,352,2.1137614678899093,4.0,2.1192660550458715
546,4.0,402,2.1172161172161181,4.0,2.1227106227106227
547,3.0,315,2.1188299817184655,3.0,2.1243144424131626
548,1.0,207,2.1167883211678844,1.0,2.122262773722628
549,5.0,461,2.1220400728597464,5.0,2.127504553734062
550,3.0,329,2.1236363636363649,3.0,2.1290909090909094
551,6.0,461,2.1306715063520882,6.0,2.136116152450091
552,5.0,405,2.1358695652173925,5.0,2.1413043478260874
553,2.0,238,2.1356238698010861,2.0,2.141048824593129
554,3.0,361,2.1371841155234668,3.0,2.14259927797834
555,5.0,426,2.1423423423423436,5.0,2.1477477477477485
556,3.0,289,2.1438848920863323,3.0,2.149280575539569
557,2.0,266,2.1436265709156208,2.0,2.149012567324956
558,5.0,403,2.148745519713263,5.0,2.154121863799284
559,4.0,320,2.1520572450805022,4.0,2.157423971377461
av_max_q,0.055566417286172509
560,4.0,368,2.1553571428571443,4.0,2.160714285714287
561,5.0,431,2.1604278074866325,5.0,2.16577540106952
562,5.0,406,2.1654804270462651,5.0,2.1708185053380795
563,2.0,270,2.1651865008881011,2.0,2.1705150976909424
564,3.0,293,2.1666666666666683,3.0,2.171985815602838
565,5.0,412,2.1716814159292053,5.0,2.176991150442479
566,3.0,341,2.17314487632509,3.0,2.17844522968198
567,4.0,352,2.1763668430335112,4.0,2.1816578483245164
568,1.0,202,2.1742957746478888,1.0,2.179577464788734
569,6.0,493,2.1810193321616889,6.0,2.1862917398945534
570,5.0,442,2.1859649122807037,5.0,2.1912280701754403
571,6.0,529,2.1926444833625238,6.0,2.197898423817865
572,4.0,363,2.1958041958041976,4.0,2.2010489510489526
573,6.0,487,2.202443280977314,6.0,2.2076788830715546
574,3.0,349,2.2038327526132422,3.0,2.2090592334494787
575,4.0,335,2.2069565217391323,4.0,2.2121739130434794
av_max_q,0.051231449702754617
576,3.0,334,2.2083333333333353,3.0,2.213541666666668
577,2.0,270,2.2079722703639533,2.0,2.2131715771230516
578,4.0,359,2.2110726643598633,4.0,2.216262975778548
579,5.0,393,2.2158894645941296,8.0,2.2262521588946473
580,6.0,486,2.22241379310345,6.0,2.2327586206896566
581,4.0,365,2.2254733218588658,4.0,2.2358003442340806
582,2.0,257,2.2250859106529228,2.0,2.235395189003438
583,4.0,410,2.2281303602058338,4.0,2.238421955403089
584,5.0,407,2.2328767123287689,5.0,2.2431506849315084
585,5.0,438,2.2376068376068394,5.0,2.247863247863249
586,6.0,436,2.244027303754268,6.0,2.254266211604097
587,3.0,311,2.2453151618398652,3.0,2.255536626916526
588,4.0,378,2.2482993197278929,4.0,2.2585034013605454
589,7.0,536,2.256366723259764,7.0,2.266553480475383
590,2.0,242,2.2559322033898321,2.0,2.2661016949152555
591,1.0,224,2.2538071065989862,1.0,2.2639593908629454
av_max_q,0.046555394190363586
592,6.0,447,2.2601351351351364,6.0,2.2702702702702715
593,2.0,232,2.2596964586846555,2.0,2.269814502529512
594,5.0,419,2.2643097643097656,5.0,2.2744107744107755
595,6.0,487,2.2705882352941189,6.0,2.2806722689075642
596,3.0,314,2.2718120805369142,3.0,2.2818791946308736
597,4.0,376,2.2747068676716933,4.0,2.2847571189279745
598,5.0,411,2.2792642140468242,5.0,2.2892976588628775
599,5.0,457,2.2838063439065124,5.0,2.29382303839733
600,4.0,411,2.2866666666666684,4.0,2.2966666666666677
601,4.0,381,2.2895174708818651,4.0,2.2995008319467565
602,6.0,509,2.2956810631229252,6.0,2.3056478405315626
603,2.0,264,2.2951907131011624,2.0,2.305140961857381
604,5.0,445,2.2996688741721871,8.0,2.3145695364238423
605,6.0,440,2.305785123966944,6.0,2.320661157024795
606,4.0,336,2.3085808580858105,4.0,2.323432343234325
av_max_q,0.062967035919427872
607,4.0,362,2.3113673805601338,4.0,2.3261943986820444
608,7.0,544,2.319078947368423,7.0,2.33388157894737
609,7.0,529,2.3267651888341563,7.0,2.3415435139573084
610,4.0,390,2.3295081967213136,4.0,2.3442622950819687
611,5.0,420,2.3338788870703784,5.0,2.3486088379705414
612,4.0,394,2.3366013071895444,4.0,2.351307189542485
613,4.0,349,2.3393148450244716,4.0,2.353996737357261
614,2.0,264,2.3387622149837153,2.0,2.353420195439741
615,2.0,234,2.3382113821138231,2.0,2.352845528455286
616,6.0,514,2.3441558441558459,6.0,2.3587662337662354
617,6.0,470,2.3500810372771492,6.0,2.364667747163697
618,2.0,239,2.3495145631067977,2.0,2.3640776699029145
619,6.0,451,2.3554119547657528,6.0,2.3699515347334428
620,4.0,393,2.3580645161290339,4.0,2.372580645161292
621,6.0,492,2.3639291465378438,6.0,2.3784219001610323
av_max_q,0.044187644612975419
622,5.0,436,2.3681672025723488,5.0,2.382636655948555
623,6.0,515,2.3739967897271281,6.0,2.3884430176565026
624,7.0,590,2.3814102564102577,7.0,2.3958333333333353
625,4.0,346,2.3840000000000012,4.0,2.398400000000002
626,8.0,589,2.392971246006391,8.0,2.4073482428115036
627,6.0,539,2.3987240829346104,6.0,2.413078149920257
628,6.0,479,2.4044585987261158,6.0,2.4187898089171993
629,5.0,463,2.4085850556438801,5.0,2.422893481717013
630,2.0,359,2.4079365079365087,2.0,2.4222222222222243
631,5.0,440,2.4120443740095094,5.0,2.4263074484944553
632,4.0,400,2.4145569620253173,4.0,2.4287974683544324
633,4.0,376,2.4170616113744083,4.0,2.4312796208530827
634,5.0,418,2.4211356466876981,5.0,2.435331230283914
av_max_q,0.070596004254184663
635,3.0,305,2.4220472440944891,3.0,2.436220472440947
636,3.0,331,2.4229559748427683,3.0,2.4371069182389955
637,5.0,408,2.4270015698587137,5.0,2.441130298273157
638,5.0,408,2.4310344827586219,5.0,2.4451410658307227
639,6.0,505,2.4366197183098603,6.0,2.4507042253521143
640,7.0,510,2.443750000000001,7.0,2.4578125000000015
641,6.0,525,2.4492979719188779,6.0,2.4633385335413434
642,3.0,310,2.4501557632398767,3.0,2.464174454828662
643,8.0,595,2.4587869362363932,8.0,2.472783825816487
644,5.0,445,2.4627329192546599,5.0,2.476708074534163
645,5.0,419,2.4666666666666681,5.0,2.4806201550387614
646,4.0,313,2.46904024767802,4.0,2.482972136222912
647,7.0,542,2.4760432766615161,7.0,2.489953632148379
av_max_q,0.060335061745718122
648,12.0,832,2.4907407407407423,12.0,2.5046296296296315
649,4.0,407,2.4930662557781216,4.0,2.5069337442218815
650,7.0,631,2.5000000000000013,7.0,2.5138461538461554
651,4.0,399,2.5023041474654391,4.0,2.5161290322580663
652,3.0,329,2.5030674846625778,3.0,2.5168711656441736
653,4.0,374,2.5053598774885155,4.0,2.5191424196018395
654,3.0,281,2.5061162079510715,3.0,2.51987767584098
655,3.0,319,2.5068702290076348,3.0,2.5206106870229026
656,7.0,521,2.5137195121951232,7.0,2.5274390243902456
657,6.0,455,2.5190258751902599,6.0,2.5327245053272467
658,3.0,310,2.5197568389057761,3.0,2.533434650455929
659,6.0,515,2.5250379362670725,6.0,2.5386949924127484
660,1.0,216,2.5227272727272738,1.0,2.5363636363636384
661,1.0,237,2.5204236006051448,1.0,2.5340393343419083
662,6.0,481,2.5256797583081583,6.0,2.539274924471301
av_max_q,0.039109223522245884
663,8.0,589,2.5339366515837116,8.0,2.5475113122171966
664,5.0,387,2.5376506024096397,5.0,2.5512048192771104
665,9.0,687,2.5473684210526328,9.0,2.5609022556390997
666,4.0,426,2.5495495495495506,4.0,2.563063063063065
667,8.0,679,2.5577211394302859,8.0,2.5712143928036
668,3.0,302,2.5583832335329353,3.0,2.5718562874251516
669,4.0,379,2.5605381165919292,4.0,2.5739910313901366
670,6.0,502,2.5656716417910457,6.0,2.5791044776119425
671,8.0,542,2.5737704918032795,8.0,2.587183308494786
672,6.0,475,2.5788690476190483,6.0,2.592261904761907
673,3.0,296,2.579494799405647,3.0,2.5928677563150093
674,4.0,376,2.5816023738872409,4.0,2.5949554896142453
675,4.0,357,2.5837037037037041,4.0,2.597037037037039
av_max_q,0.041950605809688568
676,3.0,312,2.5843195266272194,3.0,2.5976331360946765
677,7.0,549,2.5908419497784347,7.0,2.604135893648451
678,2.0,281,2.5899705014749266,2.0,2.603244837758114
679,3.0,328,2.5905743740795288,3.0,2.6038291605301933
680,6.0,489,2.5955882352941178,6.0,2.6088235294117665
681,8.0,585,2.6035242290748899,8.0,2.6167400881057286
682,1.0,202,2.6011730205278591,1.0,2.6143695014662773
683,2.0,264,2.6002928257686677,2.0,2.613469985358713
684,6.0,421,2.6052631578947367,6.0,2.6184210526315805
685,5.0,408,2.6087591240875909,5.0,2.6218978102189796
686,4.0,401,2.6107871720116615,4.0,2.62390670553936
687,4.0,395,2.6128093158660843,4.0,2.6259097525473085
688,6.0,449,2.6177325581395348,6.0,2.6308139534883734
689,3.0,315,2.6182873730043541,3.0,2.6313497822931797
690,2.0,259,2.6173913043478261,2.0,2.6304347826086967
691,3.0,305,2.6179450072358899,3.0,2.6309696092619403
av_max_q,0.045305849518626928
692,10.0,590,2.6286127167630058,16.0,2.6502890173410414
693,6.0,476,2.6334776334776335,6.0,2.655122655122656
694,3.0,319,2.6340057636887608,3.0,2.6556195965417877
695,5.0,423,2.6374100719424463,5.0,2.6589928057553966
696,3.0,312,2.6379310344827589,3.0,2.659482758620691
697,6.0,458,2.6427546628407463,6.0,2.6642754662840757
698,4.0,384,2.6446991404011464,4.0,2.666189111747852
699,7.0,539,2.6509298998569388,7.0,2.6723891273247506
700,7.0,494,2.6571428571428575,7.0,2.6785714285714297
701,7.0,568,2.6633380884450788,7.0,2.684736091298147
702,6.0,478,2.6680911680911685,6.0,2.6894586894586907
703,3.0,297,2.6685633001422477,3.0,2.689900426742533
704,5.0,397,2.6718750000000004,5.0,2.6931818181818192
705,7.0,458,2.6780141843971634,7.0,2.699290780141845
av_max_q,0.061937951832078397
706,3.0,337,2.6784702549575075,3.0,2.6997167138810205
707,6.0,444,2.6831683168316833,6.0,2.704384724186705
708,3.0,337,2.6836158192090398,3.0,2.704802259887006
709,4.0,314,2.6854724964739072,4.0,2.7066290550070526
710,7.0,488,2.6915492957746481,7.0,2.7126760563380286
711,5.0,432,2.6947960618846696,5.0,2.715893108298172
712,5.0,422,2.6980337078651688,5.0,2.719101123595506
713,2.0,258,2.6970546984572232,2.0,2.7180925666199163
714,7.0,587,2.7030812324929974,7.0,2.7240896358543423
715,8.0,544,2.7104895104895106,8.0,2.731468531468532
716,8.0,601,2.7178770949720672,8.0,2.7388268156424584
717,3.0,308,2.7182705718270572,3.0,2.7391910739191077
718,6.0,502,2.7228412256267411,6.0,2.7437325905292482
av_max_q,0.079634992638602853
719,10.0,664,2.7329624478442285,10.0,2.7538247566063982
720,11.0,740,2.7444444444444449,11.0,2.7652777777777784
721,7.0,506,2.7503467406380033,7.0,2.7711511789181698
722,7.0,542,2.75623268698061,7.0,2.777008310249308
723,8.0,586,2.7634854771784236,8.0,2.7842323651452285
724,6.0,417,2.7679558011049727,6.0,2.7886740331491717
725,2.0,268,2.7668965517241384,2.0,2.787586206896552
726,6.0,479,2.7713498622589539,6.0,2.7920110192837466
727,6.0,463,2.7757909215955991,6.0,2.7964236588720772
728,2.0,243,2.7747252747252755,2.0,2.7953296703296706
729,7.0,540,2.7805212620027442,7.0,2.801097393689987
730,9.0,624,2.7890410958904117,9.0,2.809589041095891
av_max_q,0.076999494805932045
731,4.0,389,2.7906976744186056,4.0,2.8112175102599184
732,1.0,226,2.7882513661202197,1.0,2.8087431693989076
733,6.0,469,2.7926330150068224,6.0,2.813096862210096
734,5.0,430,2.7956403269754779,8.0,2.8201634877384203
735,4.0,372,2.7972789115646268,4.0,2.821768707482994
736,3.0,284,2.7975543478260878,3.0,2.822010869565218
737,6.0,455,2.8018995929443697,6.0,2.8263229308005435
738,4.0,427,2.8035230352303531,4.0,2.827913279132792
739,7.0,473,2.8092016238159685,7.0,2.8335588633288236
740,2.0,256,2.808108108108109,2.0,2.8324324324324333
741,3.0,313,2.8083670715249669,3.0,2.8326585695006754
742,8.0,583,2.815363881401618,11.0,2.8436657681940707
743,5.0,402,2.8183041722745634,5.0,2.8465679676985203
744,10.0,646,2.8279569892473129,10.0,2.8561827956989254
av_max_q,0.041052093903999776
745,11.0,667,2.8389261744966454,11.0,2.8671140939597324
746,6.0,479,2.8431635388739958,6.0,2.871313672922253
747,4.0,382,2.8447121820615808,4.0,2.872824631860777
748,3.0,346,2.8449197860962578,3.0,2.8729946524064176
749,4.0,401,2.8464619492656889,4.0,2.874499332443258
750,4.0,333,2.8480000000000012,4.0,2.8760000000000003
751,3.0,332,2.848202396804262,3.0,2.8761651131824237
752,6.0,504,2.8523936170212778,6.0,2.8803191489361706
753,6.0,441,2.8565737051792839,6.0,2.884462151394423
754,7.0,510,2.8620689655172424,7.0,2.8899204244031838
755,4.0,319,2.8635761589403983,4.0,2.891390728476822
756,5.0,450,2.8664021164021172,5.0,2.894179894179895
757,6.0,433,2.8705416116248355,6.0,2.8982826948480853
758,10.0,684,2.8799472295514517,10.0,2.9076517150395786
av_max_q,0.044960803003050387
759,6.0,421,2.8840579710144931,6.0,2.9117259552042167
760,6.0,494,2.8881578947368425,6.0,2.915789473684211
761,7.0,508,2.8935611038107756,7.0,2.9211563731931673
762,4.0,340,2.8950131233595804,4.0,2.9225721784776906
763,5.0,428,2.8977719528178247,5.0,2.9252948885976413
764,9.0,585,2.9057591623036654,9.0,2.9332460732984296
765,11.0,826,2.916339869281046,14.0,2.947712418300654
766,3.0,337,2.9164490861618804,3.0,2.947780678851175
767,3.0,334,2.916558018252934,3.0,2.9478487614080837
768,7.0,596,2.9218750000000004,7.0,2.9531250000000004
769,4.0,339,2.923276983094929,4.0,2.9544863459037716
770,5.0,418,2.9259740259740266,5.0,2.9571428571428577
771,5.0,437,2.9286640726329449,5.0,2.9597924773022055
av_max_q,0.04310719866771251
772,5.0,463,2.931347150259068,5.0,2.9624352331606225
773,3.0,301,2.9314359637774912,3.0,2.962483829236741
774,5.0,470,2.9341085271317837,5.0,2.9651162790697683
775,8.0,528,2.9406451612903233,8.0,2.9716129032258074
776,8.0,613,2.9471649484536089,8.0,2.9780927835051556
777,7.0,528,2.952380952380953,7.0,2.9832689832689843
778,4.0,372,2.9537275064267359,4.0,2.9845758354755794
779,16.0,862,2.9704749679075744,19.0,3.005134788189988
780,2.0,248,2.9692307692307698,2.0,3.0038461538461547
781,6.0,479,2.9731113956466073,6.0,3.0076824583866846
782,6.0,502,2.9769820971867014,6.0,3.0115089514066504
783,9.0,660,2.9846743295019165,9.0,3.019157088122606
av_max_q,0.056391646387055516
784,6.0,458,2.9885204081632661,6.0,3.02295918367347
785,10.0,678,2.9974522292993639,10.0,3.0318471337579624
786,5.0,409,3.0000000000000009,5.0,3.0343511450381686
787,6.0,498,3.0038119440914874,6.0,3.0381194409148673
788,6.0,478,3.0076142131979702,6.0,3.041878172588833
789,3.0,303,3.0076045627376433,3.0,3.041825095057035
790,0.0,177,3.0037974683544313,0.0,3.0379746835443044
791,3.0,330,3.0037926675094826,3.0,3.0379266750948175
792,5.0,483,3.0063131313131324,5.0,3.040404040404041
793,4.0,350,3.0075662042875169,4.0,3.041614123581337
794,4.0,313,3.0088161209068023,4.0,3.042821158690177
795,5.0,465,3.0113207547169822,5.0,3.0452830188679254
796,5.0,397,3.013819095477388,5.0,3.0477386934673376
797,3.0,343,3.0138017565872031,3.0,3.0476787954830624
798,3.0,321,3.0137844611528832,3.0,3.0476190476190483
av_max_q,0.066534724785014987
799,5.0,393,3.0162703379224038,5.0,3.050062578222779
800,5.0,404,3.0187500000000007,5.0,3.0525000000000007
801,7.0,477,3.0237203495630469,7.0,3.057428214731586
802,5.0,407,3.0261845386533675,5.0,3.0598503740648386
803,6.0,496,3.0298879202988802,6.0,3.063511830635119
804,5.0,442,3.0323383084577125,5.0,3.065920398009951
805,6.0,422,3.0360248447204978,6.0,3.0695652173913053
806,5.0,449,3.0384615384615392,5.0,3.07196029776675
807,7.0,546,3.0433705080545237,7.0,3.0768277571251557
808,5.0,422,3.0457920792079216,5.0,3.07920792079208
809,9.0,611,3.0531520395550071,9.0,3.0865265760197786
810,4.0,397,3.054320987654322,4.0,3.0876543209876552
811,6.0,465,3.0579531442663388,6.0,3.091245376078916
av_max_q,0.079832239542156458
812,4.0,395,3.0591133004926117,4.0,3.0923645320197055
813,7.0,513,3.063960639606397,7.0,3.0971709717097182
814,4.0,339,3.0651105651105661,4.0,3.0982800982800995
815,6.0,435,3.0687116564417187,6.0,3.101840490797547
816,4.0,341,3.0698529411764715,4.0,3.102941176470589
817,7.0,596,3.0746634026927793,7.0,3.1077111383108944
818,6.0,466,3.0782396088019568,6.0,3.111246943765282
819,8.0,608,3.0842490842490848,8.0,3.117216117216118
820,4.0,365,3.0853658536585371,4.0,3.11829268292683
821,6.0,470,3.0889159561510358,6.0,3.1218026796589533
822,7.0,494,3.0936739659367403,7.0,3.1265206812652075
823,5.0,420,3.0959902794653713,5.0,3.1287970838396117
824,9.0,630,3.1031553398058258,9.0,3.1359223300970878
av_max_q,0.056182105792686343
825,9.0,638,3.1103030303030308,9.0,3.1430303030303035
826,5.0,378,3.1125907990314774,5.0,3.1452784503631968
827,8.0,531,3.1185006045949217,8.0,3.151148730350666
828,8.0,573,3.1243961352657008,11.0,3.1606280193236724
829,5.0,381,3.1266586248492163,8.0,3.166465621230399
830,7.0,513,3.1313253012048197,7.0,3.1710843373493987
831,4.0,343,3.1323706377858005,4.0,3.1720818291215416
832,4.0,347,3.1334134615384617,4.0,3.1730769230769242
833,7.0,534,3.1380552220888358,7.0,3.177671068427372
834,7.0,516,3.1426858513189453,7.0,3.182254196642687
835,8.0,500,3.1485029940119764,8.0,3.1880239520958096
836,6.0,478,3.1519138755980864,6.0,3.1913875598086134
837,5.0,403,3.1541218637992836,5.0,3.1935483870967754
av_max_q,0.065886097261682153
838,5.0,403,3.1563245823389026,5.0,3.1957040572792375
839,8.0,590,3.1620977353992852,8.0,3.2014302741358773
840,9.0,637,3.1690476190476193,12.0,3.2119047619047634
841,3.0,344,3.1688466111771705,3.0,3.2116527942925104
842,8.0,637,3.1745843230403805,8.0,3.217339667458434
843,4.0,376,3.1755634638196919,4.0,3.2182680901542127
844,4.0,434,3.1765402843601898,4.0,3.21919431279621
845,7.0,544,3.1810650887573968,7.0,3.223668639053256
846,6.0,496,3.1843971631205679,6.0,3.2269503546099307
847,5.0,420,3.1865407319952781,5.0,3.22904368358914
848,4.0,325,3.1875000000000004,4.0,3.229952830188681
849,6.0,502,3.190812720848057,6.0,3.233215547703182
av_max_q,0.06692247954197228
850,9.0,643,3.19764705882353,9.0,3.2400000000000015
851,7.0,523,3.2021151586368983,7.0,3.2444183313748547
852,7.0,513,3.2065727699530524,7.0,3.248826291079814
853,4.0,428,3.2075029308323573,4.0,3.249706916764363
854,6.0,452,3.2107728337236541,6.0,3.2529274004683857
855,6.0,476,3.2140350877192989,6.0,3.2561403508771947
856,7.0,501,3.2184579439252343,7.0,3.2605140186915906
857,6.0,447,3.2217036172695455,6.0,3.263710618436408
858,3.0,337,3.2214452214452218,3.0,3.2634032634032653
859,8.0,586,3.2270081490104778,8.0,3.268917345750875
860,8.0,650,3.2325581395348841,8.0,3.274418604651165
861,7.0,535,3.2369337979094079,7.0,3.2787456445993053
av_max_q,0.048371996497735381
862,2.0,241,3.2354988399071929,2.0,3.27726218097448
863,8.0,536,3.2410196987253768,8.0,3.282734646581694
864,7.0,562,3.2453703703703707,7.0,3.2870370370370394
865,3.0,311,3.2450867052023122,3.0,3.2867052023121412
866,7.0,507,3.2494226327944573,7.0,3.290993071593536
867,8.0,504,3.2549019607843137,8.0,3.296424452133797
868,3.0,300,3.2546082949308754,3.0,3.296082949308758
869,8.0,550,3.2600690448791712,8.0,3.3014959723820505
870,5.0,413,3.262068965517241,5.0,3.3034482758620713
871,5.0,432,3.2640642939150397,5.0,3.305396096440875
872,5.0,435,3.2660550458715591,5.0,3.3073394495412867
873,9.0,630,3.2726231386025195,12.0,3.317296678121423
874,6.0,459,3.2757437070938211,6.0,3.3203661327231146
av_max_q,0.063476607203483582
875,7.0,475,3.2799999999999998,7.0,3.324571428571431
876,9.0,660,3.2865296803652968,9.0,3.3310502283105046
877,9.0,622,3.2930444697833523,9.0,3.337514253135692
878,4.0,365,3.2938496583143508,4.0,3.3382687927107084
879,5.0,408,3.2957906712172926,5.0,3.3401592718998887
880,3.0,273,3.2954545454545459,3.0,3.3397727272727296
881,3.0,307,3.2951191827468791,3.0,3.3393870601589124
882,3.0,321,3.2947845804988667,3.0,3.339002267573698
883,8.0,503,3.3001132502831263,8.0,3.344280860702154
884,5.0,403,3.3020361990950233,5.0,3.3461538461538485
885,7.0,584,3.3062146892655373,7.0,3.3502824858757085
886,6.0,443,3.3092550790067725,6.0,3.3532731376975193
887,6.0,473,3.3122886133032701,6.0,3.356257046223227
888,5.0,441,3.3141891891891899,5.0,3.3581081081081106
av_max_q,0.039099755347706378
889,5.0,462,3.3160854893138363,5.0,3.3599550056242995
890,8.0,563,3.321348314606742,8.0,3.365168539325845
891,3.0,284,3.3209876543209882,3.0,3.3647586980920337
892,6.0,440,3.3239910313901349,6.0,3.3677130044843073
893,4.0,405,3.3247480403135503,4.0,3.3684210526315814
894,7.0,505,3.3288590604026851,7.0,3.3724832214765126
895,12.0,827,3.3385474860335203,12.0,3.3821229050279356
896,9.0,646,3.3448660714285721,9.0,3.38839285714286
897,5.0,411,3.3467112597547386,5.0,3.390189520624306
898,3.0,312,3.3463251670378624,3.0,3.38975501113586
899,8.0,558,3.3515016685205787,8.0,3.394883203559513
av_max_q,0.066031462512910366
900,11.0,789,3.3600000000000003,11.0,3.4033333333333355
901,7.0,605,3.3640399556048837,7.0,3.407325194228637
902,8.0,605,3.3691796008869184,8.0,3.4124168514412436
903,4.0,412,3.3698781838316725,4.0,3.4130675526024383
904,4.0,396,3.3705752212389384,4.0,3.413716814159294
905,2.0,312,3.3690607734806632,2.0,3.412154696132599
906,7.0,511,3.373068432671082,7.0,3.416114790286978
907,11.0,765,3.381477398015436,11.0,3.4244762954796055
908,6.0,444,3.3843612334801767,6.0,3.427312775330399
909,9.0,618,3.3905390539053912,9.0,3.433443344334436
910,4.0,391,3.391208791208792,4.0,3.4340659340659365
911,8.0,558,3.3962678375411643,8.0,3.439077936333702
av_max_q,0.046379166771657765
